,Serial Number:20440475 --,,,,,,
20440475,26/03/20 09:56,-7.3,99.98,-7.32, , , 
20440475,26/03/20 10:56,-6.52,99.98,-6.54, , , 
20440475,26/03/20 11:56,-6.91,99.98,-6.93, , , 
20440475,26/03/20 12:56,-6.05,99.98,-6.07, , , 
20440475,26/03/20 13:56,-5.92,99.98,-5.94, , , 
20440475,26/03/20 14:56,-5.79,99.98,-5.81, , , 
20440475,26/03/20 15:56,-6.01,99.98,-6.03, , , 
20440475,26/03/20 16:56,-6.48,99.98,-6.5, , , 
20440475,26/03/20 17:56,-6.22,99.98,-6.24, , , 
20440475,26/03/20 18:56,-6.14,99.98,-6.15, , , 
20440475,26/03/20 19:56,-5.84,99.98,-5.85, , , 
20440475,26/03/20 20:56,-5.67,99.98,-5.68, , , 
20440475,26/03/20 21:56,-5.28,99.98,-5.3, , , 
20440475,26/03/20 22:56,-5.24,99.98,-5.25, , , 
20440475,26/03/20 23:56,-4.94,99.98,-4.95, , , 
20440475,27/03/20 00:56,-4.64,99.98,-4.65, , , 
20440475,27/03/20 01:56,-4.51,99.98,-4.52, , , 
20440475,27/03/20 02:56,-4.38,99.98,-4.39, , , 
20440475,27/03/20 03:56,-4.38,99.98,-4.39, , , 
20440475,27/03/20 04:56,-4.34,99.98,-4.35, , , 
20440475,27/03/20 05:56,-4.12,99.98,-4.14, , , 
20440475,27/03/20 06:56,-3.99,99.98,-4.01, , , 
20440475,27/03/20 07:56,-3.95,99.98,-3.96, , , 
20440475,27/03/20 08:56,-3.86,99.98,-3.88, , , 
20440475,27/03/20 09:56,-3.82,99.98,-3.83, , , 
20440475,27/03/20 10:56,-3.74,99.98,-3.75, , , 
20440475,27/03/20 11:56,-3.65,99.98,-3.66, , , 
20440475,27/03/20 12:56,-3.52,99.98,-3.53, , , 
20440475,27/03/20 13:56,-3.26,99.98,-3.28, , , 
20440475,27/03/20 14:56,-2.66,99.98,-2.67, , , 
20440475,27/03/20 15:56,-2.83,99.98,-2.85, , , 
20440475,27/03/20 16:56,-3.01,99.98,-3.02, , , 
20440475,27/03/20 17:56,-2.79,99.98,-2.8, , , 
20440475,27/03/20 18:56,-2.79,99.98,-2.8, , , 
20440475,27/03/20 19:56,-2.92,99.98,-2.93, , , 
20440475,27/03/20 20:56,-2.96,99.98,-2.98, , , 
20440475,27/03/20 21:56,-3.09,99.98,-3.1, , , 
20440475,27/03/20 22:56,-3.13,99.98,-3.15, , , 
20440475,27/03/20 23:56,-3.22,99.98,-3.23, , , 
20440475,28/03/20 00:56,-3.26,99.98,-3.28, , , 
20440475,28/03/20 01:56,-3.35,99.98,-3.36, , , 
20440475,28/03/20 02:56,-3.31,99.98,-3.32, , , 
20440475,28/03/20 03:56,-3.35,99.98,-3.36, , , 
20440475,28/03/20 04:56,-3.39,99.98,-3.4, , , 
20440475,28/03/20 05:56,-3.39,99.98,-3.4, , , 
20440475,28/03/20 06:56,-3.35,99.98,-3.36, , , 
20440475,28/03/20 07:56,-3.39,99.98,-3.4, , , 
20440475,28/03/20 08:56,-3.31,99.98,-3.32, , , 
20440475,28/03/20 09:56,-3.13,99.98,-3.15, , , 
20440475,28/03/20 10:56,-2.88,99.98,-2.89, , , 
20440475,28/03/20 11:56,-2.92,99.98,-2.93, , , 
20440475,28/03/20 12:56,-2.71,99.98,-2.72, , , 
20440475,28/03/20 13:56,-2.75,99.98,-2.76, , , 
20440475,28/03/20 14:56,-2.71,99.98,-2.72, , , 
20440475,28/03/20 15:56,-2.83,99.98,-2.85, , , 
20440475,28/03/20 16:56,-2.88,99.98,-2.89, , , 
20440475,28/03/20 17:56,-3.09,99.98,-3.1, , , 
20440475,28/03/20 18:56,-2.88,99.98,-2.89, , , 
20440475,28/03/20 19:56,-2.58,99.98,-2.59, , , 
20440475,28/03/20 20:56,-2.71,99.98,-2.72, , , 
20440475,28/03/20 21:56,-2.71,99.98,-2.72, , , 
20440475,28/03/20 22:56,-2.83,99.98,-2.85, , , 
20440475,28/03/20 23:56,-2.49,99.98,-2.5, , , 
20440475,29/03/20 00:56,-2.23,99.98,-2.24, , , 
20440475,29/03/20 01:56,-2.36,99.98,-2.37, , , 
20440475,29/03/20 02:56,-2.36,99.98,-2.37, , , 
20440475,29/03/20 03:56,-2.06,99.98,-2.07, , , 
20440475,29/03/20 04:56,-2.32,99.98,-2.33, , , 
20440475,29/03/20 05:56,-2.58,99.98,-2.59, , , 
20440475,29/03/20 06:56,-2.58,99.98,-2.59, , , 
20440475,29/03/20 07:56,-2.66,99.98,-2.67, , , 
20440475,29/03/20 08:56,-2.79,99.98,-2.8, , , 
20440475,29/03/20 09:56,-2.36,99.98,-2.37, , , 
20440475,29/03/20 10:56,-2.49,99.98,-2.5, , , 
20440475,29/03/20 11:56,-2.71,99.98,-2.72, , , 
20440475,29/03/20 12:56,-2.62,99.98,-2.63, , , 
20440475,29/03/20 13:56,-2.58,99.98,-2.59, , , 
20440475,29/03/20 14:56,-2.45,99.98,-2.46, , , 
20440475,29/03/20 15:56,-2.53,99.98,-2.55, , , 
20440475,29/03/20 16:56,-2.62,99.98,-2.63, , , 
20440475,29/03/20 17:56,-2.58,99.98,-2.59, , , 
20440475,29/03/20 18:56,-2.58,99.98,-2.59, , , 
20440475,29/03/20 19:56,-2.58,99.98,-2.59, , , 
20440475,29/03/20 20:56,-2.32,99.98,-2.33, , , 
20440475,29/03/20 21:56,-2.23,99.98,-2.24, , , 
20440475,29/03/20 22:56,-2.23,99.98,-2.24, , , 
20440475,29/03/20 23:56,-2.32,99.98,-2.33, , , 
20440475,30/03/20 00:56,-2.32,99.98,-2.33, , , 
20440475,30/03/20 01:56,-2.1,99.98,-2.12, , , 
20440475,30/03/20 02:56,-2.28,99.98,-2.29, , , 
20440475,30/03/20 03:56,-2.45,99.98,-2.46, , , 
20440475,30/03/20 04:56,-2.79,99.98,-2.8, , , 
20440475,30/03/20 05:56,-3.01,99.98,-3.02, , , 
20440475,30/03/20 06:56,-3.13,99.98,-3.15, , , 
20440475,30/03/20 07:56,-3.26,99.98,-3.28, , , 
20440475,30/03/20 08:56,-3.56,99.98,-3.58, , , 
20440475,30/03/20 09:56,-3.65,99.98,-3.66, , , 
20440475,30/03/20 10:56,-3.82,99.98,-3.83, , , 
20440475,30/03/20 11:56,-3.86,99.98,-3.88, , , 
20440475,30/03/20 12:56,-4.16,99.98,-4.18, , , 
20440475,30/03/20 13:56,-4.08,99.98,-4.09, , , 
20440475,30/03/20 14:56,-4.38,99.98,-4.39, , , 
20440475,30/03/20 15:56,-4.21,99.98,-4.22, , , 
20440475,30/03/20 16:56,-4.29,99.98,-4.31, , , 
20440475,30/03/20 17:56,-4.29,99.98,-4.31, , , 
20440475,30/03/20 18:56,-4.42,99.98,-4.44, , , 
20440475,30/03/20 19:56,-5.07,99.98,-5.08, , , 
20440475,30/03/20 20:56,-5.15,99.98,-5.17, , , 
20440475,30/03/20 21:56,-5.15,99.98,-5.17, , , 
20440475,30/03/20 22:56,-5.41,99.98,-5.42, , , 
20440475,30/03/20 23:56,-5.79,99.98,-5.81, , , 
20440475,31/03/20 00:56,-5.62,99.98,-5.64, , , 
20440475,31/03/20 01:56,-5.88,99.98,-5.9, , , 
20440475,31/03/20 02:56,-6.18,98.92,-6.34, , , 
20440475,31/03/20 03:56,-6.82,98.74,-7, , , 
20440475,31/03/20 04:56,-7.04,99.03,-7.18, , , 
20440475,31/03/20 05:56,-6.82,99.48,-6.91, , , 
20440475,31/03/20 06:56,-6.95,99.06,-7.09, , , 
20440475,31/03/20 07:56,-7.72,95.53,-8.33, , , 
20440475,31/03/20 08:56,-8.03,99.51,-8.11, , , 
20440475,31/03/20 09:56,-6.95,99.43,-7.04, , , 
20440475,31/03/20 10:56,-7.6,97.78,-7.9, , , 
20440475,31/03/20 11:56,-7.9,98.79,-8.07, , , 
20440475,31/03/20 12:56,-8.07,99.51,-8.15, , , 
20440475,31/03/20 13:56,-7.9,96.28,-8.4, , , 
20440475,31/03/20 14:56,-7.68,99.61,-7.75, , , 
20440475,31/03/20 15:56,-7.34,97.91,-7.63, , , 
20440475,31/03/20 16:56,-7.25,99.98,-7.27, , , 
20440475,31/03/20 17:56,-7.3,95.67,-7.88, , , 
20440475,31/03/20 18:56,-7.51,95.96,-8.06, , , 
20440475,31/03/20 19:56,-8.07,99.87,-8.1, , , 
20440475,31/03/20 20:56,-8.11,96.9,-8.53, , , 
20440475,31/03/20 21:56,-8.24,97.99,-8.52, , , 
20440475,31/03/20 22:56,-8.37,99,-8.52, , , 
20440475,31/03/20 23:56,-8.54,98.95,-8.69, , , 
20440475,01/04/20 00:56,-8.63,98.98,-8.78, , , 
20440475,01/04/20 01:56,-8.71,99.66,-8.77, , , 
20440475,01/04/20 02:56,-8.58,99.35,-8.69, , , 
20440475,01/04/20 03:56,-8.93,98.84,-9.09, , , 
20440475,01/04/20 04:56,-9.23,98.39,-9.45, , , 
20440475,01/04/20 05:56,-9.27,97.33,-9.63, , , 
20440475,01/04/20 06:56,-9.36,96.58,-9.82, , , 
20440475,01/04/20 07:56,-9.4,95.8,-9.96, , , 
20440475,01/04/20 08:56,-9.23,98.02,-9.5, , , 
20440475,01/04/20 09:56,-9.18,98.42,-9.41, , , 
20440475,01/04/20 10:56,-8.71,97.09,-9.11, , , 
20440475,01/04/20 11:56,-8.07,97.65,-8.39, , , 
20440475,01/04/20 12:56,-7.85,95.91,-8.41, , , 
20440475,01/04/20 13:56,-7.6,96.36,-8.09, , , 
20440475,01/04/20 14:56,-7,96.52,-7.47, , , 
20440475,01/04/20 15:56,-6.27,95.61,-6.87, , , 
20440475,01/04/20 16:56,-5.97,95.34,-6.6, , , 
20440475,01/04/20 17:56,-6.01,95.26,-6.66, , , 
20440475,01/04/20 18:56,-6.05,94.56,-6.8, , , 
20440475,01/04/20 19:56,-6.35,95.18,-7.01, , , 
20440475,01/04/20 20:56,-6.61,94.02,-7.42, , , 
20440475,01/04/20 21:56,-7.47,94.15,-8.26, , , 
20440475,01/04/20 22:56,-8.8,96.71,-9.24, , , 
20440475,01/04/20 23:56,-8.58,97.86,-8.88, , , 
20440475,02/04/20 00:56,-7.25,95.29,-7.89, , , 
20440475,02/04/20 01:56,-7.12,95.02,-7.8, , , 
20440475,02/04/20 02:56,-7.77,94.45,-8.52, , , 
20440475,02/04/20 03:56,-7.81,93.31,-8.72, , , 
20440475,02/04/20 04:56,-8.28,92.77,-9.26, , , 
20440475,02/04/20 05:56,-8.58,89.28,-10.04, , , 
20440475,02/04/20 06:56,-9.05,91.49,-10.2, , , 
20440475,02/04/20 07:56,-9.01,89.92,-10.38, , , 
20440475,02/04/20 08:56,-7.85,92.17,-8.92, , , 
20440475,02/04/20 09:56,-6.91,92.82,-7.89, , , 
20440475,02/04/20 10:56,-6.09,92.61,-7.11, , , 
20440475,02/04/20 11:56,-5.84,92.33,-6.89, , , 
20440475,02/04/20 12:56,-5.62,96.5,-6.1, , , 
20440475,02/04/20 13:56,-5.49,97.33,-5.86, , , 
20440475,02/04/20 14:56,-5.54,98.79,-5.71, , , 
20440475,02/04/20 15:56,-5.19,99.64,-5.25, , , 
20440475,02/04/20 16:56,-4.98,98.92,-5.13, , , 
20440475,02/04/20 17:56,-4.64,99,-4.78, , , 
20440475,02/04/20 18:56,-4.81,97.89,-5.1, , , 
20440475,02/04/20 19:56,-4.76,95.29,-5.41, , , 
20440475,02/04/20 20:56,-4.85,96.71,-5.3, , , 
20440475,02/04/20 21:56,-4.72,96.07,-5.26, , , 
20440475,02/04/20 22:56,-4.59,93.4,-5.51, , , 
20440475,02/04/20 23:56,-4.55,94.97,-5.24, , , 
20440475,03/04/20 00:56,-4.76,96.36,-5.27, , , 
20440475,03/04/20 01:56,-5.02,97.83,-5.32, , , 
20440475,03/04/20 02:56,-3.99,96.26,-4.51, , , 
20440475,03/04/20 03:56,-3.82,94.42,-4.59, , , 
20440475,03/04/20 04:56,-3.99,95.88,-4.56, , , 
20440475,03/04/20 05:56,-4.94,94.86,-5.64, , , 
20440475,03/04/20 06:56,-5.32,96.2,-5.84, , , 
20440475,03/04/20 07:56,-4.68,99,-4.82, , , 
20440475,03/04/20 08:56,-4.42,99.13,-4.55, , , 
20440475,03/04/20 09:56,-4.29,99.11,-4.42, , , 
20440475,03/04/20 10:56,-4.12,99.98,-4.14, , , 
20440475,03/04/20 11:56,-3.95,99.98,-3.96, , , 
20440475,03/04/20 12:56,-4.12,99.98,-4.14, , , 
20440475,03/04/20 13:56,-3.99,99.98,-4.01, , , 
20440475,03/04/20 14:56,-4.12,99.98,-4.14, , , 
20440475,03/04/20 15:56,-4.08,99.98,-4.09, , , 
20440475,03/04/20 16:56,-4.08,99.98,-4.09, , , 
20440475,03/04/20 17:56,-4.16,99.98,-4.18, , , 
20440475,03/04/20 18:56,-4.04,99.98,-4.05, , , 
20440475,03/04/20 19:56,-3.86,99.98,-3.88, , , 
20440475,03/04/20 20:56,-3.78,99.98,-3.79, , , 
20440475,03/04/20 21:56,-3.69,99.98,-3.71, , , 
20440475,03/04/20 22:56,-3.31,99.98,-3.32, , , 
20440475,03/04/20 23:56,-3.31,99.98,-3.32, , , 
20440475,04/04/20 00:56,-3.31,99.98,-3.32, , , 
20440475,04/04/20 01:56,-3.52,99.98,-3.53, , , 
20440475,04/04/20 02:56,-3.35,99.4,-3.44, , , 
20440475,04/04/20 03:56,-3.22,96.1,-3.76, , , 
20440475,04/04/20 04:56,-3.31,96.85,-3.74, , , 
20440475,04/04/20 05:56,-3.39,99.98,-3.4, , , 
20440475,04/04/20 06:56,-3.39,99.98,-3.4, , , 
20440475,04/04/20 07:56,-3.39,99.06,-3.53, , , 
20440475,04/04/20 08:56,-3.39,99.43,-3.48, , , 
20440475,04/04/20 09:56,-3.31,99.45,-3.39, , , 
20440475,04/04/20 10:56,-3.13,99.82,-3.17, , , 
20440475,04/04/20 11:56,-3.05,99.48,-3.13, , , 
20440475,04/04/20 12:56,-2.96,99.87,-2.99, , , 
20440475,04/04/20 13:56,-2.83,99.95,-2.85, , , 
20440475,04/04/20 14:56,-2.79,99.98,-2.8, , , 
20440475,04/04/20 15:56,-2.83,99.98,-2.85, , , 
20440475,04/04/20 16:56,-2.49,99.98,-2.5, , , 
20440475,04/04/20 17:56,-2.23,99.98,-2.24, , , 
20440475,04/04/20 18:56,-2.41,99.98,-2.42, , , 
20440475,04/04/20 19:56,-2.36,99.69,-2.41, , , 
20440475,04/04/20 20:56,-2.32,99.74,-2.36, , , 
20440475,04/04/20 21:56,-2.49,97.43,-2.85, , , 
20440475,04/04/20 22:56,-2.45,99.69,-2.5, , , 
20440475,04/04/20 23:56,-2.41,98.98,-2.55, , , 
20440475,05/04/20 00:56,-2.41,97.03,-2.82, , , 
20440475,05/04/20 01:56,-2.49,97.41,-2.85, , , 
20440475,05/04/20 02:56,-2.53,99.27,-2.64, , , 
20440475,05/04/20 03:56,-2.75,98.45,-2.97, , , 
20440475,05/04/20 04:56,-2.88,99.98,-2.89, , , 
20440475,05/04/20 05:56,-2.75,99.24,-2.86, , , 
20440475,05/04/20 06:56,-2.83,97.35,-3.2, , , 
20440475,05/04/20 07:56,-2.92,99.56,-2.99, , , 
20440475,05/04/20 08:56,-2.79,98.84,-2.96, , , 
20440475,05/04/20 09:56,-2.75,96.6,-3.22, , , 
20440475,05/04/20 10:56,-2.58,97.03,-2.99, , , 
20440475,05/04/20 11:56,-2.36,98.18,-2.62, , , 
20440475,05/04/20 12:56,-2.36,98.23,-2.61, , , 
20440475,05/04/20 13:56,-2.41,99.35,-2.5, , , 
20440475,05/04/20 14:56,-2.23,99.35,-2.33, , , 
20440475,05/04/20 15:56,-2.19,99.98,-2.2, , , 
20440475,05/04/20 16:56,-1.98,99.98,-1.99, , , 
20440475,05/04/20 17:56,-1.98,99.98,-1.99, , , 
20440475,05/04/20 18:56,-1.93,99.98,-1.94, , , 
20440475,05/04/20 19:56,-2.06,99.98,-2.07, , , 
20440475,05/04/20 20:56,-1.93,99.98,-1.94, , , 
20440475,05/04/20 21:56,-1.89,99.87,-1.92, , , 
20440475,05/04/20 22:56,-1.98,99.98,-1.99, , , 
20440475,05/04/20 23:56,-1.85,99.98,-1.86, , , 
20440475,06/04/20 00:56,-1.8,99.98,-1.82, , , 
20440475,06/04/20 01:56,-1.93,99.98,-1.94, , , 
20440475,06/04/20 02:56,-1.93,99.98,-1.94, , , 
20440475,06/04/20 03:56,-1.93,99.98,-1.94, , , 
20440475,06/04/20 04:56,-1.85,99.98,-1.86, , , 
20440475,06/04/20 05:56,-1.93,99.98,-1.94, , , 
20440475,06/04/20 06:56,-1.89,99.82,-1.92, , , 
20440475,06/04/20 07:56,-2.02,99.98,-2.03, , , 
20440475,06/04/20 08:56,-1.93,99.98,-1.94, , , 
20440475,06/04/20 09:56,-1.76,99.98,-1.77, , , 
20440475,06/04/20 10:56,-1.42,99.98,-1.43, , , 
20440475,06/04/20 11:56,-1.59,99.98,-1.6, , , 
20440475,06/04/20 12:56,-1.42,99.98,-1.43, , , 
20440475,06/04/20 13:56,-1.46,99.98,-1.47, , , 
20440475,06/04/20 14:56,-1.46,99.98,-1.47, , , 
20440475,06/04/20 15:56,-1.38,99.98,-1.39, , , 
20440475,06/04/20 16:56,-1.33,99.98,-1.34, , , 
20440475,06/04/20 17:56,-1.38,99.98,-1.39, , , 
20440475,06/04/20 18:56,-1.03,99.98,-1.04, , , 
20440475,06/04/20 19:56,-1.25,99.98,-1.26, , , 
20440475,06/04/20 20:56,-1.59,99.98,-1.6, , , 
20440475,06/04/20 21:56,-1.33,98.52,-1.54, , , 
20440475,06/04/20 22:56,-0.99,93.67,-1.89, , , 
20440475,06/04/20 23:56,-1.16,91.27,-2.41, , , 
20440475,07/04/20 00:56,-1.38,91.62,-2.57, , , 
20440475,07/04/20 01:56,-1.76,98.79,-1.93, , , 
20440475,07/04/20 02:56,-1.38,99.58,-1.44, , , 
20440475,07/04/20 03:56,-1.16,96.69,-1.63, , , 
20440475,07/04/20 04:56,-1.5,99.24,-1.62, , , 
20440475,07/04/20 05:56,-1.29,95.07,-1.98, , , 
20440475,07/04/20 06:56,-1.29,91.62,-2.48, , , 
20440475,07/04/20 07:56,-1.46,91.98,-2.6, , , 
20440475,07/04/20 08:56,-1.38,92.31,-2.47, , , 
20440475,07/04/20 09:56,-1.2,90.86,-2.51, , , 
20440475,07/04/20 10:56,-1.08,91.29,-2.32, , , 
20440475,07/04/20 11:56,-0.95,91.65,-2.14, , , 
20440475,07/04/20 12:56,-1.2,93.96,-2.06, , , 
20440475,07/04/20 13:56,-1.29,96.6,-1.77, , , 
20440475,07/04/20 14:56,-0.77,95.99,-1.34, , , 
20440475,07/04/20 15:56,-1.12,98.21,-1.37, , , 
20440475,07/04/20 16:56,-1.12,98.55,-1.32, , , 
20440475,07/04/20 17:56,-1.16,98.15,-1.42, , , 
20440475,07/04/20 18:56,-1.03,94.42,-1.82, , , 
20440475,07/04/20 19:56,-1.16,95.53,-1.79, , , 
20440475,07/04/20 20:56,-1.25,95.91,-1.82, , , 
20440475,07/04/20 21:56,-1.42,96.98,-1.84, , , 
20440475,07/04/20 22:56,-1.55,98.42,-1.77, , , 
20440475,07/04/20 23:56,-1.55,96.95,-1.97, , , 
20440475,08/04/20 00:56,-1.42,93.15,-2.39, , , 
20440475,08/04/20 01:56,-1.68,93.42,-2.6, , , 
20440475,08/04/20 02:56,-1.59,92.33,-2.68, , , 
20440475,08/04/20 03:56,-1.8,92.22,-2.9, , , 
20440475,08/04/20 04:56,-1.68,86.39,-3.65, , , 
20440475,08/04/20 05:56,-1.68,85.89,-3.73, , , 
20440475,08/04/20 06:56,-1.63,83.98,-3.99, , , 
20440475,08/04/20 07:56,-1.68,83.47,-4.11, , , 
20440475,08/04/20 08:56,-1.63,83.58,-4.05, , , 
20440475,08/04/20 09:56,-1.68,85.58,-3.78, , , 
20440475,08/04/20 10:56,-1.68,89.51,-3.18, , , 
20440475,08/04/20 11:56,-1.68,91.84,-2.83, , , 
20440475,08/04/20 12:56,-1.5,92.74,-2.53, , , 
20440475,08/04/20 13:56,-1.29,91.16,-2.55, , , 
20440475,08/04/20 14:56,-1.68,95.72,-2.28, , , 
20440475,08/04/20 15:56,-1.33,94.72,-2.08, , , 
20440475,08/04/20 16:56,-1.33,95.88,-1.91, , , 
20440475,08/04/20 17:56,-1.25,96.66,-1.72, , , 
20440475,08/04/20 18:56,-1.46,98.5,-1.67, , , 
20440475,08/04/20 19:56,-1.42,98.07,-1.69, , , 
20440475,08/04/20 20:56,-1.46,98.5,-1.67, , , 
20440475,08/04/20 21:56,-1.46,98.13,-1.73, , , 
20440475,08/04/20 22:56,-1.68,99.19,-1.79, , , 
20440475,08/04/20 23:56,-1.72,99.16,-1.84, , , 
20440475,09/04/20 00:56,-1.5,96.55,-1.99, , , 
20440475,09/04/20 01:56,-1.42,95.42,-2.06, , , 
20440475,09/04/20 02:56,-1.72,97.99,-2, , , 
20440475,09/04/20 03:56,-1.5,97.3,-1.88, , , 
20440475,09/04/20 04:56,-1.38,95.1,-2.06, , , 
20440475,09/04/20 05:56,-1.38,95.83,-1.96, , , 
20440475,09/04/20 06:56,-1.25,94.37,-2.04, , , 
20440475,09/04/20 07:56,-1.2,97.01,-1.62, , , 
20440475,09/04/20 08:56,-1.08,97.43,-1.44, , , 
20440475,09/04/20 09:56,-0.95,97.89,-1.24, , , 
20440475,09/04/20 10:56,-0.86,98.23,-1.11, , , 
20440475,09/04/20 11:56,-0.77,98.31,-1.01, , , 
20440475,09/04/20 12:56,-0.9,99.4,-0.99, , , 
20440475,09/04/20 13:56,-0.9,99.74,-0.95, , , 
20440475,09/04/20 14:56,-0.86,99.98,-0.87, , , 
20440475,09/04/20 15:56,-0.86,99.98,-0.87, , , 
20440475,09/04/20 16:56,-0.73,99.98,-0.74, , , 
20440475,09/04/20 17:56,-0.95,99.98,-0.96, , , 
20440475,09/04/20 18:56,-1.03,99.98,-1.04, , , 
20440475,09/04/20 19:56,-1.16,99.98,-1.17, , , 
20440475,09/04/20 20:56,-1.12,99.98,-1.13, , , 
20440475,09/04/20 21:56,-0.9,99.98,-0.91, , , 
20440475,09/04/20 22:56,-0.77,99.98,-0.78, , , 
20440475,09/04/20 23:56,-0.82,99.98,-0.83, , , 
20440475,10/04/20 00:56,-0.77,99.98,-0.78, , , 
20440475,10/04/20 01:56,-0.65,99.98,-0.65, , , 
20440475,10/04/20 02:56,-0.26,99.98,-0.27, , , 
20440475,10/04/20 03:56,-0.35,99.98,-0.35, , , 
20440475,10/04/20 04:56,-0.43,99.98,-0.44, , , 
20440475,10/04/20 05:56,-0.47,99.98,-0.48, , , 
20440475,10/04/20 06:56,-0.65,99.98,-0.65, , , 
20440475,10/04/20 07:56,-0.69,99.98,-0.7, , , 
20440475,10/04/20 08:56,-0.82,99.98,-0.83, , , 
20440475,10/04/20 09:56,-0.77,99.98,-0.78, , , 
20440475,10/04/20 10:56,-0.73,99.98,-0.74, , , 
20440475,10/04/20 11:56,-0.73,99.98,-0.74, , , 
20440475,10/04/20 12:56,-0.77,99.98,-0.78, , , 
20440475,10/04/20 13:56,-0.69,99.98,-0.7, , , 
20440475,10/04/20 14:56,-0.65,99.98,-0.65, , , 
20440475,10/04/20 15:56,-0.6,99.98,-0.61, , , 
20440475,10/04/20 16:56,-0.47,99.98,-0.48, , , 
20440475,10/04/20 17:56,-0.47,99.98,-0.48, , , 
20440475,10/04/20 18:56,-0.47,99.98,-0.48, , , 
20440475,10/04/20 19:56,-0.52,99.98,-0.53, , , 
20440475,10/04/20 20:56,-0.6,99.98,-0.61, , , 
20440475,10/04/20 21:56,-0.69,99.98,-0.7, , , 
20440475,10/04/20 22:56,-0.73,99.98,-0.74, , , 
20440475,10/04/20 23:56,-0.69,99.98,-0.7, , , 
20440475,11/04/20 00:56,-0.77,99.98,-0.78, , , 
20440475,11/04/20 01:56,-0.86,99.98,-0.87, , , 
20440475,11/04/20 02:56,-0.77,99.98,-0.78, , , 
20440475,11/04/20 03:56,-0.86,99.98,-0.87, , , 
20440475,11/04/20 04:56,-0.69,99.98,-0.7, , , 
20440475,11/04/20 05:56,-0.82,99.98,-0.83, , , 
20440475,11/04/20 06:56,-0.95,99.98,-0.96, , , 
20440475,11/04/20 07:56,-0.95,99.98,-0.96, , , 
20440475,11/04/20 08:56,-0.9,99.98,-0.91, , , 
20440475,11/04/20 09:56,-0.95,99.98,-0.96, , , 
20440475,11/04/20 10:56,-0.77,99.98,-0.78, , , 
20440475,11/04/20 11:56,-0.6,99.98,-0.61, , , 
20440475,11/04/20 12:56,-0.56,99.98,-0.57, , , 
20440475,11/04/20 13:56,-0.52,99.98,-0.53, , , 
20440475,11/04/20 14:56,-0.43,99.98,-0.44, , , 
20440475,11/04/20 15:56,-0.35,99.98,-0.35, , , 
20440475,11/04/20 16:56,-0.35,99.98,-0.35, , , 
20440475,11/04/20 17:56,-0.3,99.98,-0.31, , , 
20440475,11/04/20 18:56,-0.39,99.98,-0.4, , , 
20440475,11/04/20 19:56,-0.47,99.98,-0.48, , , 
20440475,11/04/20 20:56,-0.73,99.98,-0.74, , , 
20440475,11/04/20 21:56,-0.6,99.98,-0.61, , , 
20440475,11/04/20 22:56,-0.65,99.98,-0.65, , , 
20440475,11/04/20 23:56,-0.73,99.98,-0.74, , , 
20440475,12/04/20 00:56,-0.73,99.98,-0.74, , , 
20440475,12/04/20 01:56,-0.65,99.98,-0.65, , , 
20440475,12/04/20 02:56,-0.69,99.98,-0.7, , , 
20440475,12/04/20 03:56,-0.52,99.98,-0.53, , , 
20440475,12/04/20 04:56,-0.6,99.98,-0.61, , , 
20440475,12/04/20 05:56,-0.77,99.98,-0.78, , , 
20440475,12/04/20 06:56,-0.73,99.98,-0.74, , , 
20440475,12/04/20 07:56,-0.69,99.98,-0.7, , , 
20440475,12/04/20 08:56,-0.73,99.98,-0.74, , , 
20440475,12/04/20 09:56,-0.77,99.98,-0.78, , , 
20440475,12/04/20 10:56,-0.73,99.98,-0.74, , , 
20440475,12/04/20 11:56,-0.56,99.98,-0.57, , , 
20440475,12/04/20 12:56,-0.52,99.98,-0.53, , , 
20440475,12/04/20 13:56,-0.39,99.98,-0.4, , , 
20440475,12/04/20 14:56,-0.39,99.98,-0.4, , , 
20440475,12/04/20 15:56,-0.39,99.98,-0.4, , , 
20440475,12/04/20 16:56,-0.35,99.98,-0.35, , , 
20440475,12/04/20 17:56,-0.3,99.98,-0.31, , , 
20440475,12/04/20 18:56,-0.3,99.98,-0.31, , , 
20440475,12/04/20 19:56,-0.43,99.98,-0.44, , , 
20440475,12/04/20 20:56,-0.56,99.98,-0.57, , , 
20440475,12/04/20 21:56,-0.56,99.98,-0.57, , , 
20440475,12/04/20 22:56,-0.52,99.98,-0.53, , , 
20440475,12/04/20 23:56,-0.47,99.98,-0.48, , , 
20440475,13/04/20 00:56,-0.39,99.98,-0.4, , , 
20440475,13/04/20 01:56,-0.52,99.98,-0.53, , , 
20440475,13/04/20 02:56,-0.43,99.98,-0.44, , , 
20440475,13/04/20 03:56,-0.43,99.98,-0.44, , , 
20440475,13/04/20 04:56,-0.35,99.98,-0.35, , , 
20440475,13/04/20 05:56,-0.39,99.98,-0.4, , , 
20440475,13/04/20 06:56,-0.47,99.98,-0.48, , , 
20440475,13/04/20 07:56,-0.52,99.98,-0.53, , , 
20440475,13/04/20 08:56,-0.6,99.98,-0.61, , , 
20440475,13/04/20 09:56,-0.56,99.98,-0.57, , , 
20440475,13/04/20 10:56,-0.56,99.98,-0.57, , , 
20440475,13/04/20 11:56,-0.56,99.98,-0.57, , , 
20440475,13/04/20 12:56,-0.52,99.98,-0.53, , , 
20440475,13/04/20 13:56,-0.39,99.98,-0.4, , , 
